,index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_explicit,spotify_track_album,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,spotify_track_popularity,Popularity Points Awarded,Has Word Love?
3749,3749,Can't Stop Falling Into LoveCheap Trick,Cheap Trick,Can't Stop Falling Into Love,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam metal', 'glam rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'pop rock', 'power pop', 'rock', 'soft rock']",1HSV3wfPeq8fp0uAJ2rZ4Q,https://p.scdn.co/mp3-preview/45d310b77ee16dc5faf927a5972db924ac542e46?cid=b8d3901151d34489a160e3cf0ab1fa94,229680.0,False,Busted,0.648,0.676,6.0,-11.587,0.0,0.0275,0.0535,0.0,0.0877,0.8539999999999999,107.647,4.0,28.0,861.0,True
3784,3784,Can'tcha Say (You Believe In Me)/Still In LoveBoston,Boston,Can'tcha Say (You Believe In Me)/Still In Love,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",,,,,,,,,,,,,,,,,,,656.0,True
3833,3833,"Caravan Of LoveIsley, Jasper, Isley","Isley, Jasper, Isley",Caravan Of Love,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",6IuoGXChH84tF9CT9PCN1h,https://p.scdn.co/mp3-preview/430d5566917fdac3c8aaf85a2145ceb60b45ae36?cid=b8d3901151d34489a160e3cf0ab1fa94,341973.0,False,The Essential Isley Brothers,0.665,0.502,7.0,-11.045,1.0,0.0258,0.5859999999999999,0.0,0.19,0.81,88.295,4.0,41.0,451.0,True
3839,3839,Careless LoveRay Charles,Ray Charles,Careless Love,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']",5fnlUDWCW3wgoiaCjyfakI,,241453.0,False,Modern Sounds in Country and Western Musi,0.454,0.157,3.0,-13.607,1.0,0.0367,0.968,3.1e-05,0.104,0.49,73.48099999999998,3.0,29.0,100.0,True
3845,3845,Caribbean Queen (No More Love On The Run)Billy Ocean,Billy Ocean,Caribbean Queen (No More Love On The Run),"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']",72dwliDcUH6g2TFiMTEbE9,https://p.scdn.co/mp3-preview/7e4e7db9f0ca628d79395b343ce7a99613434fac?cid=b8d3901151d34489a160e3cf0ab1fa94,244440.0,False,Here You Are: The Music of My Life,0.785,0.671,5.0,-7.047,1.0,0.0267,0.1759999999999999,6.4e-05,0.0955,0.95,113.805,4.0,56.0,1612.0,True
3965,3965,Chains Of LoveBobby Bland,Bobby Bland,Chains Of Love,"['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",57hn5hV3mnXrj898IX9CJe,,195506.0,False,Greatet Hit,0.214,0.325,11.0,-11.731,1.0,0.035,0.0689,0.000599,0.1489999999999999,0.185,77.53199999999998,3.0,17.0,186.0,True
3966,3966,Chains Of LoveErasure,Erasure,Chains Of Love,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",1I0qu4PsBjAHfJHy9wy5AA,https://p.scdn.co/mp3-preview/e3ead2b2bf046f1a750f06629113fa037c535dcc?cid=b8d3901151d34489a160e3cf0ab1fa94,215346.0,False,The Innocents,0.747,0.698,0.0,-11.22,1.0,0.0333,0.0149,4.5e-05,0.384,0.788,122.11,4.0,45.0,1118.0,True
3967,3967,Chains Of LoveThe Drifters,The Drifters,Chains Of Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'lounge', 'mellow gold', 'motown', 'rock-and-roll', 'rockabilly', 'soul']",37ycGnhGIt9nxYntGDXfg6,https://p.scdn.co/mp3-preview/d8c5f178405b8f925ada9eac32992ebc9a2c5c79?cid=b8d3901151d34489a160e3cf0ab1fa94,165840.0,False,I'll Take You Where The Music's Playing,0.7009999999999998,0.5779999999999998,11.0,-9.933,1.0,0.0503,0.6139999999999999,0.0,0.2389999999999999,0.907,116.119,4.0,4.0,22.0,True
4022,4022,Chapel Of LoveThe Dixie Cups,The Dixie Cups,Chapel Of Love,"['brill building pop', 'classic girl group']",4JchWgAG3RZmCLHcEGf9DZ,https://p.scdn.co/mp3-preview/7d3eb1849edf69129753b54dac490cb96b909c41?cid=b8d3901151d34489a160e3cf0ab1fa94,170874.0,False,Chapel Of Love,0.5929999999999999,0.3539999999999999,9.0,-10.269,1.0,0.0288,0.7329999999999999,0.0,0.527,0.793,124.63,4.0,55.0,1093.0,True
4100,4100,Chick-A-Boom (Don't Ya Jes' Love It)Daddy Dewdrop,Daddy Dewdrop,Chick-A-Boom (Don't Ya Jes' Love It),"['bubblegum pop', 'novelty']",,,,,,,,,,,,,,,,,,,1097.0,True
4168,4168,Chuck E.'s In LoveRickie Lee Jones,Rickie Lee Jones,Chuck E.'s In Love,"['country rock', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'roots rock', 'singer-songwriter']",3F1MiFu5a1Y3Z9dQZhLTAo,https://p.scdn.co/mp3-preview/c014e88bc0494f0f77c7f356be53cc55e1d3d51f?cid=b8d3901151d34489a160e3cf0ab1fa94,209573.0,False,Chuck E's In Love / On Saturday Afternoons In 196,0.792,0.267,9.0,-16.974,1.0,0.1029999999999999,0.2839999999999999,0.0,0.1439999999999999,0.7179999999999999,113.402,4.0,47.0,1147.0,True
4194,4194,Circle Of LoveThe Steve Miller Band,The Steve Miller Band,Circle Of Love,,,,,,,,,,,,,,,,,,,,190.0,True
4262,4262,Closer To LoveMat Kearney,Mat Kearney,Closer To Love,"['acoustic pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop rock', 'stomp and holler']",09b5vch8cDyMN8vYA2lEwk,https://p.scdn.co/mp3-preview/3c57b31204a7d8619148916ad6499e558a673f8a?cid=b8d3901151d34489a160e3cf0ab1fa94,217560.0,False,City Of Black & White,0.641,0.6009999999999999,0.0,-8.51,1.0,0.0337,0.508,9e-06,0.121,0.553,104.984,4.0,50.0,30.0,True
4310,4310,Cold LoveDonna Summer,Donna Summer,Cold Love,"['dance pop', 'disco', 'europop', 'hi-nrg', 'motown', 'new wave pop']",2JfAwvb81jxgfLp69YWzd1,https://p.scdn.co/mp3-preview/8ccfba9c4f6a0651dc0d6ef308848dab31f80b16?cid=b8d3901151d34489a160e3cf0ab1fa94,219600.0,False,The Wanderer,0.8259999999999998,0.5909999999999999,5.0,-9.265,1.0,0.0801999999999999,0.0826999999999999,0.0,0.3059999999999999,0.876,124.504,4.0,8.0,589.0,True
4331,4331,Colour Of LoveAmber,Amber,Colour Of Love,"['indie anthem-folk', 'indie pop', 'modern rock']",6atodngcu0uc9uHkP1mdKS,https://p.scdn.co/mp3-preview/f2b3ae5c6a9ef3f12d238f4478df2f087cf7b83c?cid=b8d3901151d34489a160e3cf0ab1fa94,212693.0,False,This Is Your Night,0.642,0.754,1.0,-7.649,1.0,0.0272,0.116,0.0375,0.0601,0.7359999999999999,127.025,4.0,14.0,162.0,True
4345,4345,Come And Get Your LoveReal McCoy,Real McCoy,Come And Get Your Love,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",0XVikcHfkoBvJ5ZU8xQBWn,https://p.scdn.co/mp3-preview/72f722a64669c86e567f32b0f93667e404849c1e?cid=b8d3901151d34489a160e3cf0ab1fa94,194560.0,False,Another Night,0.7359999999999999,0.8639999999999999,8.0,-6.567,1.0,0.0397,0.0179,1.6e-05,0.3449999999999999,0.763,108.828,4.0,42.0,1304.0,True
4346,4346,Come And Get Your LoveRedbone,Redbone,Come And Get Your Love,['native american'],7GVUmCP00eSsqc4tzj1sDD,https://p.scdn.co/mp3-preview/0ad92a28a640b75565af67919ebc78e86ccae7f0?cid=b8d3901151d34489a160e3cf0ab1fa94,205933.0,False,Come and Get Your Love,0.7309999999999999,0.804,11.0,-7.621,0.0,0.0473,0.1719999999999999,0.00028,0.0685,0.957,107.383,4.0,78.0,1660.0,True
4347,4347,Come And Get Your LoveRoger Daltrey,Roger Daltrey,Come And Get Your Love,['album rock'],,,,,,,,,,,,,,,,,,,157.0,True
4379,4379,Come Give Your Love To MeJanet Jackson,Janet Jackson,Come Give Your Love To Me,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",6IyzR0X4glFMP4KEjPKHm9,,303800.0,False,Janet Jackson,0.7239999999999999,0.6049999999999999,6.0,-14.249,1.0,0.0468,0.00577,0.000433,0.0758,0.797,139.805,4.0,15.0,253.0,True
4476,4476,Comin' Down With LoveMel Gadson,Mel Gadson,Comin' Down With Love,,,,,,,,,,,,,,,,,,,,87.0,True
4487,4487,Coming Down From LoveBobby Caldwell,Bobby Caldwell,Coming Down From Love,['yacht rock'],4IR1LDAWA3Rly689SrjHrF,https://p.scdn.co/mp3-preview/615f92d2411b05f28179f1cdba2b246b4015e69c?cid=b8d3901151d34489a160e3cf0ab1fa94,242026.0,False,Cat in the Hat,0.4919999999999999,0.4269999999999999,1.0,-12.935,0.0,0.0394,0.4689999999999999,8.2e-05,0.0787,0.7349999999999999,100.167,4.0,26.0,402.0,True
4579,4579,Cool LovePablo Cruise,Pablo Cruise,Cool Love,"['country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']",4f3J8zrr85LAVUhzZ3llYP,,233360.0,False,Reflector,0.629,0.406,6.0,-15.425,1.0,0.0288,0.25,0.00013,0.1419999999999999,0.333,106.92,3.0,30.0,1071.0,True
4620,4620,Could It Be I'm Falling In LoveThe Spinners,The Spinners,Could It Be I'm Falling In Love,"['classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",5i0urffBRKl09GSX2Jhdeh,https://p.scdn.co/mp3-preview/9496a6790f98d5f990230152fc08ac431dba0d34?cid=b8d3901151d34489a160e3cf0ab1fa94,249733.0,False,Spinners,0.382,0.7269999999999999,9.0,-6.677,0.0,0.0860999999999999,0.7289999999999999,0.0,0.196,0.8259999999999998,207.265,4.0,60.0,1165.0,True
4621,4621,Could It Be LoveJennifer Warnes,Jennifer Warnes,Could It Be Love,"['folk', 'lilith']",7oHeqO7wiWCg0e4df54ccw,https://p.scdn.co/mp3-preview/38029f572c8abe22d4d07e227329ba482671b9de?cid=b8d3901151d34489a160e3cf0ab1fa94,212093.0,False,Best Of Jennifer Warnes,0.505,0.635,0.0,-9.575,1.0,0.0267,0.0887,0.0,0.0581,0.696,137.811,3.0,16.0,365.0,True
4626,4626,Could This Be LoveSeduction,Seduction,Could This Be Love,['freestyle'],3vlhjgeKW3u1Fjzf6JiJvo,,380400.0,False,Nothing Matters Without Love,0.524,0.4859999999999999,0.0,-11.295,1.0,0.0264,0.513,0.0,0.0841999999999999,0.3009999999999999,73.973,4.0,29.0,1060.0,True
4627,4627,Could You Ever Love Me AgainGary & Dave,Gary & Dave,Could You Ever Love Me Again,"['contemporary country', 'country', 'country road', 'modern country rock']",,,,,,,,,,,,,,,,,,,19.0,True
4668,4668,Court Of LoveThe Unifics,The Unifics,Court Of Love,,,,,,,,,,,,,,,,,,,,481.0,True
4675,4675,Cover Of LoveMichael Damian,Michael Damian,Cover Of Love,[],,,,,,,,,,,,,,,,,,,564.0,True
4695,4695,"Cradle Of Love (From ""Ford Fairlane"")Billy Idol",Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")","['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",,,,,,,,,,,,,,,,,,,1675.0,True
4696,4696,Cradle Of LoveJohnny Preston,Johnny Preston,Cradle Of Love,"['brill building pop', 'deep adult standards', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",1tS8ZbjupcoB8seWVVfadt,https://p.scdn.co/mp3-preview/c98a128b249d2df5300c2c34045b3c62743bea34?cid=b8d3901151d34489a160e3cf0ab1fa94,140320.0,False,Greatest Hits,0.4769999999999999,0.506,6.0,-11.669,0.0,0.0696,0.683,2.2e-05,0.0538,0.8679999999999999,174.525,4.0,30.0,1127.0,True
4732,4732,Crazy In LoveBeyonce Featuring Jay Z,Beyonce Featuring Jay Z,Crazy In Love,"['dance pop', 'pop', 'pop rap', 'r&b']",5IVuqXILoxVWvWEPm82Jxr,https://p.scdn.co/mp3-preview/ce8ace0ec425840416be78db07cf50dd331eed4f?cid=b8d3901151d34489a160e3cf0ab1fa94,236133.0,False,Dangerously In Love,0.646,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.681,99.165,4.0,76.0,2368.0,True
4735,4735,Crazy Little Thing Called LoveDwight Yoakam,Dwight Yoakam,Crazy Little Thing Called Love,"['bakersfield sound', 'country', 'country rock']",5Jc5FzzI9xN8cYDiKlKpr1,https://p.scdn.co/mp3-preview/164b10431c11f979aa3a00336db2d9c921428412?cid=b8d3901151d34489a160e3cf0ab1fa94,141493.0,False,The Very Best Of Dwight Yoakam,0.464,0.81,5.0,-3.845,1.0,0.0724,0.0763,0.0,0.0574,0.881,166.366,4.0,40.0,260.0,True
4736,4736,Crazy Little Thing Called LoveQueen,Queen,Crazy Little Thing Called Love,"['glam rock', 'rock']",35ItUJlMtjOQW3SSiTCrrw,,163373.0,False,The Game (Deluxe Remastered Version),0.622,0.781,2.0,-6.756,1.0,0.0516,0.679,0.0,0.272,0.7179999999999999,76.709,4.0,67.0,1735.0,True
4737,4737,"Crazy Love (From ""Jason's Lyric"")Brian McKnight",Brian McKnight,"Crazy Love (From ""Jason's Lyric"")","['dance pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,,,,,828.0,True
4738,4738,Crazy LoveCeCe Peniston,CeCe Peniston,Crazy Love,"['disco house', 'diva house', 'hip house', 'vocal house']",36V3MeyjHoth9rc8x5o4ts,,288600.0,False,Finally,0.625,0.66,0.0,-12.097,1.0,0.0455,0.00473,2.3e-05,0.1019999999999999,0.639,91.935,4.0,19.0,5.0,True
4739,4739,Crazy LoveHelen Reddy,Helen Reddy,Crazy Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk', 'mellow gold', 'soft rock']",5cmLnVrBnYoFBJlCWv9VH1,,195520.0,False,I Don't Know How To Love Him,0.644,0.3479999999999999,2.0,-11.165,1.0,0.0361,0.8329999999999999,0.0,0.0836999999999999,0.56,74.652,4.0,17.0,328.0,True
4740,4740,Crazy LovePoco,Poco,Crazy Love,"['album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock']",4l6uTQ4A2eWZrOzjgm1bey,,176800.0,False,Legend,0.3029999999999999,0.262,3.0,-19.256,1.0,0.0329,0.2069999999999999,0.0,0.154,0.5989999999999999,164.584,4.0,53.0,852.0,True
4741,4741,Crazy LoveThe Allman Brothers Band,The Allman Brothers Band,Crazy Love,"['album rock', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'folk rock', 'hard rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'southern rock']",4JHoOfnad61lljGlVhfFSb,,224000.0,False,Enlightened Rogues,0.504,0.883,0.0,-9.312,1.0,0.0563,0.2899999999999999,0.000397,0.4079999999999999,0.767,156.667,4.0,32.0,441.0,True
4765,4765,Crew LoveDrake Featuring The Weeknd,Drake Featuring The Weeknd,Crew Love,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",0V4l4GQhgnWQGtCWpvA7va,,208813.0,True,Take Care (Deluxe),0.4179999999999999,0.546,0.0,-9.057,0.0,0.2379999999999999,0.227,0.0,0.229,0.2939999999999999,160.152,4.0,70.0,252.0,True
4888,4888,Cupid/I've Loved You For A Long TimeThe Spinners,The Spinners,Cupid/I've Loved You For A Long Time,"['classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'philly soul', 'quiet storm', 'soft rock', 'soul', 'southern soul']",,,,,,,,,,,,,,,,,,,1416.0,True
4952,4952,Damn I Wish I Was Your LoverSophie B. Hawkins,Sophie B. Hawkins,Damn I Wish I Was Your Lover,"['lilith', 'new wave pop', 'pop rock']",0RmEn2jcbyrLV4em3bnDZJ,https://p.scdn.co/mp3-preview/f8d25a5c2aeec8035bf5fb2016283770a4cfeaa6?cid=b8d3901151d34489a160e3cf0ab1fa94,323400.0,False,The Best Of Sophie B. Hawkins,0.563,0.806,2.0,-6.826,1.0,0.0496,0.281,1.5e-05,0.3629999999999999,0.42,95.188,4.0,52.0,1610.0,True
4969,4969,Dance Like We're Making LoveCiara,Ciara,Dance Like We're Making Love,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",3biFdxByHgUhTbp2dG89zK,https://p.scdn.co/mp3-preview/f9b153bbde12bfa89741de34b5acd4bc6f10c44a?cid=b8d3901151d34489a160e3cf0ab1fa94,256600.0,False,Jackie (Deluxe),0.7209999999999999,0.541,7.0,-8.622999999999998,0.0,0.0659,0.063,4e-06,0.165,0.263,96.046,4.0,57.0,1.0,True
5014,5014,Dancin' Like LoversMary Macgregor,Mary Macgregor,Dancin' Like Lovers,"['bubblegum pop', 'soft rock']",4HMAdjt9YtN1ettSJAz6KF,https://p.scdn.co/mp3-preview/26a7857887f5d153daa907d29eab1ba6513cc476?cid=b8d3901151d34489a160e3cf0ab1fa94,212480.0,False,Finest - Mary MacGregor,0.552,0.455,3.0,-6.355,1.0,0.0252,0.538,0.0,0.259,0.4209999999999999,89.509,3.0,3.0,87.0,True
5066,5066,Dangerously In LoveBeyonce,Beyonce,Dangerously In Love,"['dance pop', 'pop', 'pop rap', 'r&b']",0KFuXEdOp5QfIfxHR6TJSm,https://p.scdn.co/mp3-preview/40836fde8404d938ef0563541223b07a058808d4?cid=b8d3901151d34489a160e3cf0ab1fa94,293133.0,False,Dangerously In Love,0.6089999999999999,0.4069999999999999,6.0,-8.026,1.0,0.0807999999999999,0.3449999999999999,0.0,0.19,0.459,99.982,4.0,59.0,467.0,True
5087,5087,Dare To Fall In LoveBrent Bourgeois,Brent Bourgeois,Dare To Fall In Love,[],,,,,,,,,,,,,,,,,,,598.0,True
5104,5104,"Darlin' Darlin' Baby (Sweet, Tender, Love)The O'Jays",The O'Jays,"Darlin' Darlin' Baby (Sweet, Tender, Love)","['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",2gdvXdZatpwlUM1bfTzwxi,https://p.scdn.co/mp3-preview/e3f11955fe4f91536ee2beaf381d1c5b567b2682?cid=b8d3901151d34489a160e3cf0ab1fa94,256240.0,False,Message In The Music,0.668,0.7389999999999999,2.0,-6.906,1.0,0.0391,0.454,0.0,0.111,0.662,107.942,4.0,46.0,84.0,True
5118,5118,"Darling, I Love YouAl Martino",Al Martino,"Darling, I Love You","['adult standards', 'brill building pop', 'easy listening', 'lounge']",0wirja9YVSzdXKUP6cZZk9,,180533.0,False,We Could,0.37,0.328,0.0,-12.869,1.0,0.0279,0.666,0.0649,0.125,0.246,87.58199999999998,3.0,24.0,186.0,True
5208,5208,Dear LoverMary Wells,Mary Wells,Dear Lover,"['brill building pop', 'classic soul', 'funk', 'motown', 'rhythm and blues', 'soul', 'southern soul']",0gKQ7oFDnlVYzlMuqwRP64,https://p.scdn.co/mp3-preview/a071655345db0577076514e6ded34fa60275a294?cid=b8d3901151d34489a160e3cf0ab1fa94,134066.0,False,Two Sides Of Mary Wells,0.639,0.401,7.0,-12.098,1.0,0.1,0.625,0.0,0.131,0.7369999999999999,123.237,4.0,24.0,258.0,True
5230,5230,Dedicated (To The Songs I Love)The 3 Friends,The 3 Friends,Dedicated (To The Songs I Love),['soda pop'],,,,,,,,,,,,,,,,,,,22.0,True
5232,5232,Dedicated To The One I LoveBernadette Peters,Bernadette Peters,Dedicated To The One I Love,"['broadway', 'hollywood', 'show tunes']",,,,,,,,,,,,,,,,,,,207.0,True
5233,5233,"Dedicated To The One I LoveThe ""5"" Royales","The ""5"" Royales",Dedicated To The One I Love,"['doo-wop', 'rhythm and blues']",0p7mtSBkoZY14zR7QqUtid,https://p.scdn.co/mp3-preview/1219493f7d5c9b9d8e85efce15d1af9160ebc89f?cid=b8d3901151d34489a160e3cf0ab1fa94,165173.0,False,Dedicated To You,0.461,0.32,8.0,-10.759,1.0,0.0385,0.398,1e-05,0.197,0.761,110.718,4.0,22.0,68.0,True
5234,5234,Dedicated To The One I LoveThe Mamas & The Papas,The Mamas & The Papas,Dedicated To The One I Love,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",1mFrjW8e8fuAOowlU3Q3Dr,,178733.0,False,Deliver,0.436,0.452,7.0,-8.804,1.0,0.0309,0.796,0.0,0.2089999999999999,0.3549999999999999,104.043,4.0,59.0,865.0,True
5235,5235,Dedicated To The One I LoveThe Shirelles,The Shirelles,Dedicated To The One I Love,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",36f5xtZ2CXIc1WOirnnD3j,https://p.scdn.co/mp3-preview/a15f8c09b9d511eb5146b80e8570038d3f76157b?cid=b8d3901151d34489a160e3cf0ab1fa94,120306.0,False,Tonight's The Night,0.398,0.325,10.0,-6.159,1.0,0.0382,0.812,0.0,0.169,0.454,80.563,4.0,43.0,1382.0,True
5236,5236,Dedicated To The One I LoveThe Temprees,The Temprees,Dedicated To The One I Love,"['classic soul', 'motown']",1AlbjjksaiWcuzKpzt2DIR,,407040.0,False,Dedicated To The One I Love,0.312,0.32,5.0,-11.249,0.0,0.0318,0.4869999999999999,4.6e-05,0.104,0.317,140.211,3.0,40.0,16.0,True
5256,5256,Deeper (In Love With You)The O'Jays,The O'Jays,Deeper (In Love With You),"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",1PSfY3lSwBD888PZW0s5JH,https://p.scdn.co/mp3-preview/237a601ce79b40c27697d0ed28c4d8c939f52390?cid=b8d3901151d34489a160e3cf0ab1fa94,159293.0,False,The Essential O'Jays,0.5749999999999998,0.562,3.0,-11.118,1.0,0.0305,0.2079999999999999,0.0,0.3439999999999999,0.902,169.362,4.0,10.0,226.0,True
5397,5397,Diddle-Dee-Dum (What Happens When Your Love Has Gone)The Belmonts,The Belmonts,Diddle-Dee-Dum (What Happens When Your Love Has Gone),"['adult standards', 'brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",,,,,,,,,,,,,,,,,,,204.0,True
5403,5403,Didn't Know It Was LoveSurvivor,Survivor,Didn't Know It Was Love,"['album rock', 'hard rock', 'rock', 'soft rock']",6h5w4ez470ZaXq6sD2FozJ,https://p.scdn.co/mp3-preview/7e97f687a1b992f4e67f7793d3951a15708ac56e?cid=b8d3901151d34489a160e3cf0ab1fa94,262800.0,False,Too Hot to Sleep,0.6129999999999999,0.683,2.0,-11.156,1.0,0.0332,0.122,0.0,0.2409999999999999,0.637,128.416,4.0,34.0,261.0,True
5408,5408,Didn't You Know How Much I Loved YouKellie Pickler,Kellie Pickler,Didn't You Know How Much I Loved You,"['contemporary country', 'country', 'country dawn', 'country road']",3ySlOXQ77aZd5NLu0H0Ddc,https://p.scdn.co/mp3-preview/27b3ace54dce142d09b120f9981008dd90074005?cid=b8d3901151d34489a160e3cf0ab1fa94,285186.0,False,Kellie Pickler (Deluxe Version),0.524,0.791,9.0,-4.696,1.0,0.0396,0.2439999999999999,0.0,0.0981,0.248,137.872,4.0,45.0,6.0,True
5464,5464,Dirty LoveThunder,Thunder,Dirty Love,"['environmental', 'sleep']",4hAx5iTGvFrF7GxyFyLvJR,https://p.scdn.co/mp3-preview/3d034e4151bdc02498d28b007bf6e53ba764506a?cid=b8d3901151d34489a160e3cf0ab1fa94,315586.0,False,Backstreet Symphony,0.459,0.935,6.0,-10.083,0.0,0.0423,0.0085299999999999,0.000176,0.171,0.778,119.111,4.0,42.0,331.0,True
5477,5477,Discipline Of LoveRobert Palmer,Robert Palmer,Discipline Of Love,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'disco', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",3VJjqM7mmhxwnSaTXR01mS,,368693.0,False,Riptide,0.688,0.818,2.0,-12.524,1.0,0.0391,0.0391,0.00439,0.0762,0.9,117.564,4.0,22.0,66.0,True
5483,5483,Disco Lucy (i Love Lucy Theme)Wilton Place Street Band,Wilton Place Street Band,Disco Lucy (i Love Lucy Theme),,,,,,,,,,,,,,,,,,,,804.0,True
5487,5487,Disco Sax/for The Love Of YouHouston Person,Houston Person,Disco Sax/for The Love Of You,"['bebop', 'cool jazz', 'hard bop', 'jazz saxophone', 'soul jazz']",,,,,,,,,,,,,,,,,,,36.0,True
5492,5492,Distant LoverMarvin Gaye,Marvin Gaye,Distant Lover,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",5Xt3RUiOkiH2pGYtMTVeNS,,255986.0,False,Let's Get It On,0.468,0.3549999999999999,4.0,-13.084,1.0,0.0276,0.379,0.000301,0.0545,0.572,141.976,3.0,48.0,399.0,True
5507,5507,DJ Got Us Fallin' In LoveUsher Featuring Pitbull,Usher Featuring Pitbull,DJ Got Us Fallin' In Love,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",4356Typ82hUiFAynbLYbPn,https://p.scdn.co/mp3-preview/0689d89e44329ad113284715e599b39bd4fc166d?cid=b8d3901151d34489a160e3cf0ab1fa94,220800.0,False,Raymond v Raymond (Expanded Edition),0.663,0.8609999999999999,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,4.0,79.0,2904.0,True
5509,5509,DJ Play A Love SongJamie Foxx Featuring Twista,Jamie Foxx Featuring Twista,DJ Play A Love Song,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'southern hip hop', 'urban contemporary']",2F1H1Tm2qJmeiFcUi7vZiL,https://p.scdn.co/mp3-preview/97866a038530998dcd0da89da77e11372cba11f8?cid=b8d3901151d34489a160e3cf0ab1fa94,258800.0,False,Unpredictable,0.793,0.6179999999999999,2.0,-8.663999999999998,1.0,0.108,0.109,0.0,0.331,0.31,119.984,4.0,48.0,490.0,True
5516,5516,Do For Love2Pac Featuring Eric Williams,2Pac Featuring Eric Williams,Do For Love,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",4AE7Lj39VnSZNOmGH2iZaq,,281600.0,True,R U Still Down,0.87,0.645,1.0,-3.956,1.0,0.307,0.0536,0.00152,0.0651,0.746,94.998,4.0,72.0,939.0,True
5520,5520,Do I Love You?The Ronettes,The Ronettes,Do I Love You?,"['adult standards', 'brill building pop', 'classic girl group', 'motown']",2WnqwGtx6qbD3HFpj4NeJy,https://p.scdn.co/mp3-preview/1d8596f03c39207c66d7c3c1ad989ae378c944b0?cid=b8d3901151d34489a160e3cf0ab1fa94,176146.0,False,Presenting the Fabulous Ronettes Featuring Veronica,0.462,0.7139999999999999,1.0,-8.772,1.0,0.0386,0.557,0.0008809999999999,0.0368,0.381,144.952,4.0,27.0,427.0,True
